"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"INVO00001906","LOYAL7120","16.7","657"
"INVO00001906","CM9843","37.78","203"
"INVO00001915","DIS8546","73.06","457"
"INVO00001925","VAL0039","6.09","470"
"INVO00001925","DIS5075","22.3","660"
"INVO00001929","5YEARS0112","8.28","173"
"INVO00001929","10YEARS4137","6.75","697"
"INVO00001935","CM6084","8.86","991"
"INVO00001935","10YEARS8229","8.92","462"
"INVO00001935","5YEARS9706","24.19","240"
"INVO00001944","5YEARS5037","83.95","147"
"INVO00001948","CM1288","86.98","680"
"INVO00001953","VAL2850","10.22","993"
"INVO00001953","DIS0585","6.82","465"
"INVO00001958","DIS6955","70.36","731"
"INVO00001966","VAL3283","8.06","885"
"INVO00001971","DIS9738","182.19","199"
"INVO00001981","VAL1610","80.27","145"
"INVO00001989","DIS6771","415.47","482"
"INVO00001989","CM4370","7.56","352"
"INVO00001991","CM8765","1.12","122"
"INVO00001994","10YEARS2177","14.35","446"
"INVO00001994","DIS8116","162.06","799"
"INVO00001997","CM3123","338.28","221"
"INVO00001997","LOYAL4187","392.42","194"
"INVO00001998","LOYAL5844","92.52","649"
"INVO00001999","10YEARS4844","74.23","192"
"INVO00001999","5YEARS9066","404.65","533"
"INVO00002003","LOYAL7619","15.43","109"
"INVO00002003","10YEARS1721","333.3","958"
"INVO00002011","VAL4015","8.05","300"
"INVO00002011","CM5001","90.79","249"
"INVO00002011","5YEARS0467","1.29","635"
"INVO00002020","LOYAL5842","206.69","607"
"INVO00002020","CM3092","7.78","464"
"INVO00002020","LOYAL7181","8.64","624"
"INVO00002023","5YEARS8696","93.06","886"
"INVO00002023","DIS3776","14.13","454"
"INVO00002023","LOYAL3836","44.26","399"
"INVO00002030","LOYAL5646","7.72","923"
"INVO00002030","5YEARS8651","56.78","423"
"INVO00002030","LOYAL1175","5.23","198"
"INVO00002037","VAL4018","16.42","118"
"INVO00002037","DIS7140","2.14","513"
"INVO00002041","DIS0163","9.21","738"
"INVO00002049","LOYAL8055","129.47","77"
"INVO00002054","DIS1488","78.93","639"
"INVO00002054","LOYAL2518","89.18","255"
"INVO00002058","CM0524","138.14","552"
"INVO00002058","LOYAL6976","173.63","909"
"INVO00002058","LOYAL6376","91.84","981"
"INVO00002062","5YEARS0627","1.37","660"
"INVO00002070","5YEARS0996","30.95","179"
"INVO00002070","VAL2152","7.76","1000"
"INVO00002070","DIS2153","33.57","549"
"INVO00002078","VAL2721","5.67","444"
"INVO00002078","5YEARS1408","95.3","591"
"INVO00002078","10YEARS4402","5.09","223"
"INVO00002084","DIS3568","4.23","439"
"INVO00002084","5YEARS5798","75.76","709"
"INVO00002084","CM2010","7.46","689"
"INVO00002094","10YEARS0847","90.7","594"
"INVO00002094","5YEARS8175","87.92","510"
"INVO00002094","VAL4177","5.11","619"
"INVO00002096","VAL1585","5.25","219"
"INVO00002100","5YEARS0242","2.72","61"
"INVO00002100","DIS0814","9.65","359"
"INVO00002106","DIS9970","30.86","545"
"INVO00002113","VAL9129","43.43","283"
"INVO00002113","CM3807","411.75","164"
"INVO00002114","CM2751","67.12","361"
"INVO00002114","CM8174","3.87","333"
"INVO00002120","10YEARS6527","86.49","800"
"INVO00002120","CM3806","59.55","381"
"INVO00002120","DIS4217","39.92","473"
"INVO00002124","5YEARS2623","382.79","833"
"INVO00002127","CM7446","92.46","638"
"INVO00002127","10YEARS0499","32.69","91"
"INVO00002131","DIS3147","3.4","990"
"INVO00002141","CM2063","44.13","478"
"INVO00002141","LOYAL6117","6.28","128"
"INVO00002141","CM4911","2.79","460"
"INVO00002146","DIS8196","64.24","893"
"INVO00002146","10YEARS0555","6.49","864"
"INVO00002146","LOYAL6947","1.17","24"
"INVO00002154","CM5259","22.62","315"
"INVO00002154","LOYAL2015","29.87","211"
"INVO00002154","CM7426","1.38","584"
"INVO00002156","CM6963","26.28","238"
"INVO00002156","DIS5483","98.9","178"
"INVO00002156","10YEARS8157","9.45","55"
"INVO00002164","CM7816","6.6","560"
"INVO00002174","LOYAL5222","2.77","377"
"INVO00002174","CM7837","167.85","241"
"INVO00002184","CM0034","9.08","541"
"INVO00002189","LOYAL8904","1.11","355"
"INVO00002189","LOYAL3183","24.96","908"
"INVO00002189","CM1596","8.11","887"
"INVO00002196","10YEARS5626","20.85","825"
"INVO00002196","DIS3578","59.4","688"
"INVO00002196","VAL8256","62.03","663"
"INVO00002202","10YEARS8594","66.21","340"
"INVO00002202","LOYAL0131","8.54","738"
"INVO00002207","5YEARS5910","432.74","559"
"INVO00002214","10YEARS2730","154.58","798"
"INVO00002214","LOYAL5238","8.44","987"
"INVO00002220","5YEARS7283","5.53","150"
"INVO00002220","LOYAL8976","33.06","363"
"INVO00002220","10YEARS6467","94.86","405"
"INVO00002228","DIS2918","3.32","780"
"INVO00002231","LOYAL4670","460.26","510"
"INVO00002239","10YEARS7852","60.61","914"
"INVO00002248","CM2277","2.86","938"
"INVO00002248","CM1062","6.34","363"
"INVO00002248","5YEARS6091","87.2","859"
"INVO00002256","VAL0575","60.66","902"
"INVO00002256","10YEARS6609","8.59","110"
"INVO00002256","10YEARS7274","70.92","183"
"INVO00002262","LOYAL7239","309.39","344"
"INVO00002262","DIS1680","7.41","810"
"INVO00002262","DIS7726","90.14","197"
"INVO00002268","LOYAL9815","5.68","975"
"INVO00002268","5YEARS5387","22.96","317"
"INVO00002268","LOYAL3071","6.86","482"
"INVO00002277","5YEARS5573","5.93","740"
"INVO00002277","CM2009","60.12","739"
"INVO00002286","DIS2128","8.58","859"
"INVO00002286","5YEARS6508","4.76","242"
"INVO00002286","5YEARS3281","4.71","691"
"INVO00002295","10YEARS5884","9.56","710"
"INVO00002304","10YEARS9419","71.44","78"
"INVO00002304","LOYAL4566","6.46","968"
"INVO00002304","VAL7581","68.03","121"
"INVO00002305","5YEARS9743","72.7","660"
"INVO00002313","LOYAL2127","406.71","564"
"INVO00002313","LOYAL6688","92.16","131"
"INVO00002313","DIS6594","91.91","120"
"INVO00002321","DIS0816","365.92","553"
"INVO00002329","5YEARS7455","51.21","382"
"INVO00002336","5YEARS1406","9.34","21"
"INVO00002336","10YEARS5801","319.43","216"
"INVO00002336","VAL5785","71.86","854"
"INVO00002342","10YEARS9058","307.69","206"
"INVO00002346","CM0210","6.68","334"
"INVO00002346","VAL4792","60.31","61"
"INVO00002355","CM1805","444.9","882"
"INVO00002355","DIS8976","2.31","660"
"INVO00002357","5YEARS1096","77.63","486"
"INVO00002359","10YEARS5842","235.21","389"
"INVO00002363","VAL3576","32.05","793"
"INVO00002363","10YEARS6107","373.46","5"
"INVO00002363","VAL2332","307.22","553"
"INVO00002373","VAL0993","81.59","86"
"INVO00002376","DIS8088","4.12","174"
"INVO00002376","DIS5398","6.15","593"
"INVO00002384","DIS2850","4.26","265"
"INVO00002391","10YEARS5178","4.51","217"
"INVO00002391","VAL0061","6.85","274"
"INVO00002391","5YEARS6313","52.14","92"
"INVO00002401","CM0461","20.61","67"
"INVO00002401","CM1115","33.87","813"
"INVO00002401","5YEARS6990","4.76","102"
"INVO00002404","5YEARS6327","79.08","598"
"INVO00002404","5YEARS8443","66.79","839"
"INVO00002404","VAL6157","89.15","178"
"INVO00002408","VAL4186","6.91","233"
"INVO00002417","10YEARS0050","3.56","361"
"INVO00002417","VAL1015","91.29","891"
"INVO00002417","5YEARS2567","28.8","603"
"INVO00002418","CM2269","7.3","852"
"INVO00002418","CM4321","3.85","502"
"INVO00002418","LOYAL9459","9.84","60"
"INVO00002426","LOYAL2806","440.75","843"
"INVO00002426","LOYAL2943","97.77","942"
"INVO00002426","VAL8210","6.71","875"
"INVO00002429","10YEARS6747","8.25","787"
"INVO00002429","VAL6554","42.2","319"
"INVO00002433","5YEARS6200","63.23","328"
"INVO00002433","CM2186","7.36","941"
"INVO00002439","VAL6181","9.32","384"
"INVO00002439","DIS2155","7.76","5"
"INVO00002439","DIS5514","8.38","724"
"INVO00002440","LOYAL3967","5.16","397"
"INVO00002441","10YEARS6186","60.92","584"
"INVO00002441","10YEARS9670","57.16","565"
"INVO00002441","VAL4253","4.76","286"
"INVO00002445","5YEARS1311","6.73","610"
"INVO00002450","5YEARS2199","8.27","115"
"INVO00002452","CM9385","80.22","828"
"INVO00002458","LOYAL9279","87.96","130"
"INVO00002458","10YEARS6367","6.79","666"
"INVO00002465","10YEARS4244","41.85","666"
"INVO00002465","CM6867","352.07","485"
"INVO00002465","DIS3898","1.08","78"
"INVO00002475","DIS3345","1.09","53"
"INVO00002479","5YEARS9562","12.62","250"
"INVO00002479","10YEARS7252","52.05","849"
"INVO00002479","10YEARS8632","9.57","984"
"INVO00002485","CM8699","16.9","92"
"INVO00002492","5YEARS5876","7.12","541"
"INVO00002494","LOYAL6174","67.04","939"
"INVO00002494","5YEARS5540","1.89","902"
"INVO00002494","5YEARS3935","52.63","791"
"INVO00002503","DIS4412","175.04","689"
"INVO00002511","10YEARS7947","46.85","229"
"INVO00002518","5YEARS4466","3.05","517"
"INVO00002518","VAL3946","26.12","528"
"INVO00002518","VAL1313","5.96","822"
"INVO00002519","10YEARS3209","260.18","554"
"INVO00002519","10YEARS0227","7.34","809"
"INVO00002519","VAL9846","30.07","997"
"INVO00002528","CM1663","3.66","329"
"INVO00002528","5YEARS2836","249.28","389"
"INVO00002528","5YEARS7668","59.0","13"
"INVO00002538","10YEARS2458","3.02","694"
"INVO00002538","DIS4856","57.2","551"
"INVO00002541","5YEARS7090","12.33","905"
"INVO00002541","VAL1416","45.98","525"
"INVO00002541","10YEARS7301","495.21","61"
"INVO00002547","LOYAL4137","1.39","460"
"INVO00002547","DIS7436","47.62","830"
"INVO00002547","DIS1924","7.83","449"
"INVO00002553","CM4699","5.38","786"
"INVO00002553","CM0952","57.96","95"
"INVO00002563","CM7595","2.17","76"
"INVO00002571","DIS7487","2.94","658"
"INVO00002571","10YEARS3961","1.45","379"
"INVO00002574","10YEARS2833","36.76","231"
"INVO00002581","VAL7717","3.39","174"
"INVO00002589","10YEARS0656","27.87","288"
"INVO00002589","CM9619","93.35","412"
"INVO00002599","CM2879","8.41","369"
"INVO00002599","LOYAL0155","4.5","156"
"INVO00002599","CM5791","56.11","881"
"INVO00002603","5YEARS2033","3.2","725"
"INVO00002603","DIS2792","8.12","422"
"INVO00002603","5YEARS9855","5.24","540"
"INVO00002609","VAL9837","19.64","505"
"INVO00002609","DIS0377","1.91","551"
"INVO00002617","DIS5022","3.38","337"
"INVO00002617","DIS8630","334.49","539"
"INVO00002627","VAL6189","3.79","438"
"INVO00002632","5YEARS7690","2.88","190"
"INVO00002632","CM8111","5.64","979"
"INVO00002632","LOYAL5430","1.82","383"
"INVO00002640","DIS8674","10.71","585"
"INVO00002640","CM2924","337.13","776"
"INVO00002640","VAL9553","2.64","540"
"INVO00002643","10YEARS8187","425.25","469"
"INVO00002653","CM1792","87.17","614"
"INVO00002656","DIS1740","32.82","714"
"INVO00002656","5YEARS9074","210.27","262"
"INVO00002656","LOYAL2773","251.73","519"
"INVO00002659","LOYAL0012","4.95","43"
"INVO00002659","DIS9926","5.42","864"
"INVO00002663","DIS9470","6.31","278"
"INVO00002663","DIS5047","47.15","761"
"INVO00002663","10YEARS7891","83.57","857"
"INVO00002671","10YEARS2059","48.68","402"
"INVO00002671","CM3798","180.84","218"
"INVO00002671","LOYAL8126","45.35","414"
"INVO00002672","5YEARS2801","15.59","997"
"INVO00002672","VAL4724","288.33","362"
"INVO00002677","CM9995","9.02","804"
"INVO00002677","DIS0523","300.88","98"
"INVO00002684","5YEARS6583","56.94","452"
"INVO00002688","VAL4035","2.69","624"
"INVO00002688","CM6635","46.1","630"
"INVO00002692","LOYAL3624","48.15","586"
"INVO00002692","5YEARS4284","74.6","537"
"INVO00002696","VAL9642","55.25","164"
"INVO00002696","LOYAL1837","4.01","75"
"INVO00002696","DIS1901","62.28","716"
"INVO00002699","CM7227","89.26","974"
"INVO00002699","CM3315","5.98","2"
"INVO00002699","VAL7864","453.32","712"
"INVO00002707","10YEARS0375","11.62","254"
"INVO00002707","CM9872","6.85","62"
"INVO00002717","LOYAL6714","186.21","31"
"INVO00002717","5YEARS5545","9.31","829"
"INVO00002717","VAL0874","1.5","641"
"INVO00002718","VAL4002","181.72","467"
"INVO00002718","10YEARS9454","56.73","681"
"INVO00002722","10YEARS6384","4.68","187"
"INVO00002722","10YEARS7277","444.45","918"
"INVO00002722","CM4158","44.71","937"
"INVO00002723","VAL1792","92.87","480"
"INVO00002726","5YEARS6793","310.14","441"
"INVO00002726","5YEARS6118","312.21","346"
"INVO00002732","10YEARS7197","1.48","303"
"INVO00002740","LOYAL8263","7.75","387"
"INVO00002740","CM2718","87.57","799"
"INVO00002741","CM0850","213.09","362"
"INVO00002741","5YEARS0678","1.86","916"
"INVO00002751","DIS1017","9.05","234"
"INVO00002757","5YEARS5488","2.3","854"
"INVO00002757","LOYAL6516","5.14","611"
"INVO00002760","DIS5848","71.3","56"
"INVO00002760","10YEARS2224","5.59","2"
"INVO00002760","CM5940","64.39","533"
"INVO00002770","LOYAL4693","259.33","491"
"INVO00002770","VAL4203","304.46","603"
"INVO00002771","LOYAL9495","81.56","468"
"INVO00002771","5YEARS5663","6.75","907"
"INVO00002771","VAL4845","22.36","761"
"INVO00002778","CM2099","7.17","794"
"INVO00002778","5YEARS8755","57.89","325"
"INVO00002780","VAL1615","55.83","503"
"INVO00002780","5YEARS5842","31.89","516"
"INVO00002786","10YEARS1474","43.27","653"
"INVO00002791","LOYAL6778","44.8","919"
"INVO00002791","VAL2477","12.17","521"
"INVO00002792","LOYAL4740","5.22","412"
"INVO00002799","5YEARS9040","5.51","441"
"INVO00002799","VAL0506","8.85","534"
"INVO00002809","CM0954","4.24","297"
"INVO00002809","5YEARS0418","76.07","111"
"INVO00002816","5YEARS6187","7.06","392"
"INVO00002816","LOYAL3945","6.29","153"
"INVO00002816","CM2630","20.46","323"
"INVO00002818","VAL9023","87.04","506"
"INVO00002818","10YEARS7950","8.75","132"
"INVO00002818","10YEARS7580","124.77","862"
"INVO00002819","CM2491","253.16","344"
"INVO00002826","CM2517","1.03","326"
"INVO00002826","10YEARS3913","1.08","960"
"INVO00002836","CM1351","4.62","187"
"INVO00002836","VAL9175","4.08","319"
"INVO00002836","5YEARS3068","2.28","330"
"INVO00002843","VAL1342","3.38","789"
"INVO00002850","CM7987","110.66","453"
"INVO00002851","CM4865","3.63","258"
"INVO00002851","DIS4219","227.43","846"
"INVO00002851","5YEARS4289","7.88","545"
"INVO00002859","10YEARS6297","84.6","312"
"INVO00002859","VAL9431","2.48","599"
"INVO00002865","CM7694","329.23","456"
"INVO00002865","CM6360","9.3","50"
"INVO00002868","LOYAL8006","60.99","540"
"INVO00002868","LOYAL9174","79.5","552"
"INVO00002868","CM9197","1.47","132"
"INVO00002876","5YEARS5869","71.39","471"
"INVO00002876","VAL0579","7.25","868"
"INVO00002876","VAL1203","76.64","973"
"INVO00002885","5YEARS4864","273.27","401"
"INVO00002887","DIS1233","2.46","938"
"INVO00002887","VAL8134","8.85","805"
"INVO00002893","DIS6755","71.1","476"
"INVO00002893","5YEARS5447","18.71","799"
"INVO00002893","DIS5494","4.15","215"
"INVO00002894","CM5813","425.44","163"
"INVO00002894","DIS0688","7.02","564"
"INVO00002894","10YEARS2981","6.09","81"
"INVO00002904","CM8816","7.63","588"
"INVO00002904","DIS2596","13.99","857"
"INVO00002904","DIS0540","36.24","46"
"INVO00002908","DIS1283","7.41","721"
"INVO00002908","CM6171","7.19","535"
"INVO00002908","10YEARS1967","1.28","644"
"INVO00002913","LOYAL7176","55.57","178"
"INVO00002913","LOYAL0436","81.58","730"
"INVO00002914","10YEARS0179","63.41","258"
"INVO00002920","5YEARS7635","147.54","389"
"INVO00002926","DIS8358","75.62","137"
"INVO00002926","VAL8874","43.93","973"
"INVO00002934","DIS6729","3.2","527"
"INVO00002934","CM3768","1.41","724"
"INVO00002938","CM9031","4.41","663"
"INVO00002938","LOYAL0922","8.06","49"
"INVO00002938","VAL7843","52.42","684"
"INVO00002943","CM6063","63.11","657"
"INVO00002943","DIS8692","4.41","167"
"INVO00002943","10YEARS6588","19.15","326"
"INVO00002953","LOYAL9955","7.67","483"
"INVO00002953","5YEARS2414","46.83","274"
"INVO00002959","10YEARS1554","4.24","937"
"INVO00002959","LOYAL3638","33.36","201"
"INVO00002960","VAL9269","8.08","352"
"INVO00002960","10YEARS3943","7.45","546"
"INVO00002960","CM5136","26.35","313"
"INVO00002965","VAL4833","4.94","705"
"INVO00002965","LOYAL9272","41.45","277"
"INVO00002973","10YEARS6204","316.59","553"
"INVO00002973","DIS9765","42.99","512"
"INVO00002983","DIS7432","294.01","520"
"INVO00002983","DIS5359","2.78","583"
"INVO00002983","DIS1016","8.22","360"
"INVO00002985","VAL4166","5.42","431"
"INVO00002985","10YEARS7723","444.69","824"
"INVO00002994","VAL5852","49.29","887"
"INVO00002994","VAL2650","81.98","627"
"INVO00002994","LOYAL4304","2.53","122"
"INVO00003002","LOYAL0089","163.87","498"
"INVO00003002","VAL0713","3.66","371"
"INVO00003002","VAL8312","3.52","538"
"INVO00003005","10YEARS3522","488.86","538"
"INVO00003005","DIS6577","8.52","161"
"INVO00003005","VAL4194","1.18","84"
"INVO00003007","CM7412","5.07","590"
"INVO00003007","DIS2829","4.9","722"
"INVO00003007","5YEARS3467","53.63","501"
"INVO00003013","DIS3223","30.69","308"
"INVO00003019","DIS7477","3.35","802"
"INVO00003019","LOYAL5155","2.22","971"
"INVO00003027","LOYAL3058","76.12","998"
"INVO00003027","DIS1917","2.14","294"
"INVO00003036","5YEARS2342","11.21","343"
"INVO00003045","CM5439","46.49","631"
"INVO00003055","CM6533","91.44","774"
"INVO00003055","VAL7167","1.69","723"
"INVO00003060","DIS7346","9.51","34"
"INVO00003063","VAL1239","36.78","573"
"INVO00003072","LOYAL9262","38.5","741"
"INVO00003077","5YEARS3760","453.8","193"
"INVO00003084","CM7670","402.68","764"
"INVO00003084","5YEARS9193","8.76","940"
"INVO00003084","LOYAL4108","78.81","209"
"INVO00003092","CM9289","2.09","143"
"INVO00003092","10YEARS8460","14.45","494"
"INVO00003102","LOYAL7285","22.88","940"
"INVO00003102","5YEARS6042","2.23","140"
"INVO00003102","VAL7623","7.0","421"
"INVO00003105","10YEARS9596","9.77","890"
"INVO00003105","CM9771","369.21","264"
"INVO00003111","VAL6455","94.42","579"
"INVO00003111","5YEARS2847","76.26","539"
"INVO00003111","VAL1090","96.8","70"
"INVO00003119","CM4189","23.87","296"
"INVO00003119","VAL1330","19.14","999"
"INVO00003119","DIS6327","3.46","217"
"INVO00003129","DIS9412","52.37","519"
"INVO00003129","5YEARS8845","4.41","336"
"INVO00003134","5YEARS2230","69.49","740"
"INVO00003134","10YEARS5815","29.14","779"
"INVO00003142","VAL9718","44.19","102"
"INVO00003143","5YEARS7151","13.75","985"
"INVO00003143","DIS6493","8.44","394"
"INVO00003151","VAL8324","69.57","521"
"INVO00003151","VAL8816","1.24","989"
"INVO00003151","5YEARS5065","432.89","327"
"INVO00003152","5YEARS5872","3.65","487"
"INVO00003152","CM5622","38.83","181"
"INVO00003152","LOYAL5716","7.98","860"
"INVO00003154","DIS6841","383.43","297"
"INVO00003154","DIS4212","19.67","684"
"INVO00003156","5YEARS5429","3.25","823"
"INVO00003156","VAL4496","414.36","390"
"INVO00003156","5YEARS0735","5.7","473"
"INVO00003160","5YEARS8508","408.68","562"
"INVO00003160","10YEARS0659","4.48","338"
"INVO00003170","DIS3299","4.02","749"
"INVO00003170","5YEARS1373","1.12","78"
"INVO00003170","CM6362","5.63","255"
"INVO00003180","CM6923","111.76","161"
"INVO00003187","LOYAL6747","2.67","200"
"INVO00003187","CM2408","63.42","289"
"INVO00003187","CM0121","94.0","512"
"INVO00003193","5YEARS4015","339.42","572"
"INVO00003195","LOYAL6921","96.03","680"
"INVO00003204","DIS4616","41.16","959"
"INVO00003204","VAL1642","5.33","176"
"INVO00003204","10YEARS8190","33.8","230"
"INVO00003212","CM5193","187.36","422"
"INVO00003212","CM9067","188.52","932"
"INVO00003212","10YEARS3995","437.3","844"
"INVO00003219","DIS8278","4.33","614"
"INVO00003219","LOYAL6286","6.3","357"
"INVO00003228","CM9386","8.8","874"
"INVO00003228","LOYAL2559","57.69","750"
"INVO00003228","VAL6618","7.55","750"
"INVO00003231","CM7218","3.35","581"
"INVO00003231","5YEARS0908","147.13","44"
"INVO00003231","VAL7038","5.95","498"
"INVO00003234","CM8606","492.63","971"
"INVO00003234","10YEARS0339","4.03","173"
"INVO00003234","DIS8759","9.82","547"
"INVO00003239","DIS2910","8.08","339"
"INVO00003239","DIS9330","192.17","711"
"INVO00003247","5YEARS0347","449.83","149"
"INVO00003256","5YEARS9043","2.83","768"
"INVO00003256","10YEARS7262","3.52","628"
"INVO00003261","CM0907","6.44","552"
"INVO00003261","10YEARS8440","99.95","898"
"INVO00003269","VAL6113","7.38","388"
"INVO00003269","DIS2318","4.45","652"
"INVO00003269","CM3180","41.19","344"
"INVO00003270","VAL2926","77.84","222"
"INVO00003270","10YEARS9998","64.57","547"
"INVO00003275","5YEARS7321","33.71","374"
"INVO00003275","VAL0324","4.14","689"
"INVO00003277","10YEARS5930","5.85","961"
"INVO00003277","5YEARS3173","51.85","760"
